"T_JOB_ID","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","VERSIONLASTCHANGED","CHNG_TYPE","DEFINITIONDESCRIPTION","STATUS","CONSUMER_NAME","CLASSTYPE","FORMULA","EXMPL_ANSWERS","SURVEY_QUEST_TEXT","SURVEY_QUEST_SRC","UNITSREQUIRED","SUBMITTED_UNITS","RELATEDNAMES2","SHORTNAME","ORDER_OBS","CDISC_COMMON_TESTS","HL7_FIELD_SUBFIELD_ID","EXTERNAL_COPYRIGHT_NOTICE","EXAMPLE_UNITS","LONG_COMMON_NAME","UNITSANDRANGE","EXAMPLE_UCUM_UNITS","EXAMPLE_SI_UCUM_UNITS","STATUS_REASON","STATUS_TEXT","CHANGE_REASON_PUBLIC","COMMON_TEST_RANK","COMMON_ORDER_RANK","COMMON_SI_TEST_RANK","HL7_ATTACHMENT_STRUCTURE","EXTERNAL_COPYRIGHT_LINK","PANELTYPE","ASKATORDERENTRY","ASSOCIATEDOBSERVATIONS","VERSIONFIRSTRELEASED","VALIDHL7ATTACHMENTREQUEST","DISPLAYNAME","LMX_BK","LNC_BK","LMX_METHOD_SHORT_NAME"
"823367","34388-9","Zinc","SCnc","24H","Urine","Qn","","DRUG/TOX","2.70","MIN","","ACTIVE","","1","","","","","N","","1 day; 24 hours; 24HR; DRUG/TOXICOLOGY; Drugs; Level; QNT; Quan; Quant; Quantitative; Substance Concentration; UA; UR; Urn; Zn","Zinc 24h Ur-sCnc","Both","","","","umol/L;nmol/L","Zinc [Moles/volume] in 24 hour Urine","","mmol/L","","","","","0","0","0","","","","","","2.10","","Zinc (24H U) [Moles/Vol]","7200","34388-9","UZN"
"823367","48350-3","Venlafaxine+O-desmethylvenlafaxine","SCnc","Pt","Ser/Plas","Qn","","DRUG/TOX","2.69","NAM","","ACTIVE","","1","","","","","N","","Desmeth; Desvenlafaxine; DRUG/TOXICOLOGY; Drugs; Efexor; Effexor; Level; Norvenlafaxin; Norvenlafaxine; O-desmethylvenlafaxine; ODV; Pl; Plasma; Plsm; Point in time; Pristiq; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration; Venlafaxin; Venlafaxine metabolite; Vnlfxn+ODV","Vnlfxn+ODV SerPl-sCnc","Both","","","","nmol/L","Venlafaxine+O-desmethylvenlafaxine [Moles/volume] in Serum or Plasma","","nmol/L","","","","Release 2.69: COMPONENT: Resolve ambiguity in name norvenlafaxine, which has O-desmethyl and N-desmethyl forms, O-desmethyl reported to be the one measured in assays.;","0","0","0","","","","","","2.21","","Venlafaxine+O-desmethylvenlafaxine [Moles/Vol]","7206","48350-3","VEFAXO"
"823367","2164-2","Creatinine renal clearance","VRat","24H","Urine+Ser/Plas","Qn","","CHEM","2.66","MIN","","ACTIVE","","1","","","","","Y","","1 day; 24 hours; 24HR; Chemistry; Cl; Clear; Clearanc; Clearances; Clr; CR; Crea; Creat; Flow; Kidney; Nephrology; Pl; Plasma; Plsm; QNT; Quan; Quant; Quantitative; Renal; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UA; UCr; UR; Ur+SerPl; Urn; Volume rate; vRate","Creat Cl 24h Ur+SerPl-vRate","Both","","","","mL/sec;mL/min","Creatinine renal clearance in 24 hour Urine and Serum or Plasma","","mL/min","","","","","586","0","586","","","","","","1.0","","Creatinine renal clearance (24H U+S/P) [Vol/Time]","7323","2164-2","KREACL"
"823367","17843-4","Cancer Ag 72-4","ACnc","Pt","Ser/Plas","Qn","","CHEM","2.68","MIN","","ACTIVE","","1","","","","","Y","","Arbitrary concentration; CA; CA 72-4; Cancer Ag72-4; Carbohydrate antigen; Carbohydrate antigen 72-4; Chemistry; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Tag-72; Tumor marker","Cancer Ag72-4 SerPl-aCnc","Both","","","","arb U/mL","Cancer Ag 72-4 [Units/volume] in Serum or Plasma","","[arb'U]/mL","","","","","0","0","0","","","","","","1.0l","","Cancer Ag 72-4 Qn","7478","17843-4","CA724"
"823367","44917-3","Cortisol^post dose dexamethasone","SCnc","Pt","Ser/Plas","Qn","","CHAL","2.70","MIN","","ACTIVE","","1","","","","","N","","17-Hydroxycorticosterone; After; c350; CHEMISTRY.CHALLENGE TESTING; Compound F; Coritsol; Cort; Decadron; Dexameth; Dexone; F; Hexadrol; hydrocortisone; Level; p Dex; p dose; Pl; Plasma; Plsm; Point in time; PST; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration","Cortis p Dex SerPl-sCnc","Observation","","","","nmol/L","Cortisol [Moles/volume] in Serum or Plasma --post dose dexamethasone","","nmol/L","","","","","0","0","0","","","","","","2.17","","Cortisol post dose dexamethasone [Moles/Vol]","7547","44917-3","CORD"
"823367","14732-2","Folate","SCnc","Pt","Ser/Plas","Qn","","CHEM","2.70","MIN","","ACTIVE","","1","","","","","Y","","Chemistry; Folat; Folic acid; Level; Pl; Plasma; Plsm; Point in time; Pteroylglutamate; Pteroylglutamic acid; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration; Vit M; Vitamin M","Folate SerPl-sCnc","Both","","","","nmol/L","Folate [Moles/volume] in Serum or Plasma","","nmol/L","","","","","0","0","181","","","","","","1.0k","","Folate [Moles/Vol]","7565","14732-2","FOLS"
"823367","13965-9","Homocysteine","SCnc","Pt","Ser/Plas","Qn","","CHEM","2.70","MIN","","ACTIVE","","1","","","","","Y","","Cardio; Cardiology; Chemistry; HCY; Hcys; Hcyst; Heart Disease; Homocyst(e)ine; Level; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration; UniversalLabOrders","Hcys SerPl-sCnc","Both","","","","umol/L;mcmol/dL; mcmol/L","Homocysteine [Moles/volume] in Serum or Plasma","","umol/L","","","","","358","231","358","","","","","","1.0k","","Homocysteine [Moles/Vol]","7581","13965-9","HOCY"
"823367","14921-1","Thyroxine","SCnc","Pt","Ser/Plas","Qn","","CHEM","2.70","MIN","","ACTIVE","","1","","","","","Y","","Chemistry; Endocrine; Endocrinology; Level; Levothyroxine; Levo-thyroxine; L-thyroxine; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration; T4; T-4; thyroid hormone; Thyrox; Thyroxin; Thyrx; Total T4; TT4","T4 SerPl-sCnc","Both","","","","nmol/L","Thyroxine (T4) [Moles/volume] in Serum or Plasma","","nmol/L","","","","","0","0","145","","","","","","1.0k","","T4 [Moles/Vol]","7634","14921-1","T4"
"823367","48431-1","Zinc","Sub","XXX","Semen","Qn","","DRUG/TOX","2.70","MIN","","ACTIVE","","1","","","","","N","","?Tm; DRUG/TOXICOLOGY; Drugs; Ejaculate; Genitourinary; GU; QNT; Quan; Quant; Quantitative; Sem; Seminal fluid; Smn; SMPLS; Substance amount; URO; Urology; Zn","Zinc ?Tm sub Smn Qn","Both","","","","umol/ejaculate","Zinc [Molar amount] in unspecified time Semen","","umol/{ejaculate}","","","","","0","0","0","","","","","","2.21","","Zinc Unsp time (Sem) [Molar amount]","7645","48431-1","ZNE"
"823367","3862-0","Nordoxepin","MCnc","Pt","Ser/Plas","Qn","","DRUG/TOX","2.34","MIN","","ACTIVE","","1","","","","","Y","","Desdoxepin; Desdoxepine; Desmeth; Desmethyl; Desmethyldox; Desmethyldoxepin; Doxepin metabolite; DRUG/TOXICOLOGY; Drugs; Level; Mass concentration; N-desmethyldoxepin; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR","Nordoxepin SerPl-mCnc","Both","","","","ng/mL","Nordoxepin [Mass/volume] in Serum or Plasma","","ng/mL","","","","","0","0","0","","","","","","1.0","","Nordoxepin [Mass/Vol]","7662","3862-0","DDOX"
"823367","31019-3","10-Hydroxycarbazepine","MCnc","Pt","Ser/Plas","Qn","","DRUG/TOX","2.70","MIN","","ACTIVE","","1","","","","","N","","10,11-dihydro-10-hydroxycarbamazepine; 10-Hydroxy carbazepine; 10-hydroxycarbamazepine; 10-Monohydroxyoxcarbazepine; 10-OH-carbazepine; 10OH-Carbazepine; DRUG/TOXICOLOGY; Drugs; Level; Licarbazepine; Mass concentration; Oxcarbazepine metabolite; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders","10OH-Carbazepine SerPl-mCnc","Both","","","","ug/mL","10-Hydroxycarbazepine [Mass/volume] in Serum or Plasma","","ug/mL","","","","","1473","0","0","","","","","","2.04","","10-Hydroxycarbazepine [Mass/Vol]","7831","31019-3","OOXCAR"
"823367","25679-2","Glucose^1.5H post XXX challenge","SCnc","Pt","Ser/Plas","Qn","","CHAL","2.34","MIN","","ACTIVE","","1","","","","","Y","","1 1/2 hours; 1 1/2 HR; 1.5h p chal; 1.5Hr; 90 min; 90 minutes; 90M; 90min; After; CHEMISTRY.CHALLENGE TESTING; Endocrine; Endocrinology; Glu; Glu tol; Gluc; Glucose tolerance; Glucoseur; GTT; Level; p chal; Pl; Plasma; Plsm; Point in time; PST; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration","Glucose 1.5h p chal SerPl-sCnc","Observation","","","","mmol/L","Glucose [Moles/volume] in Serum or Plasma --1.5 hours post XXX challenge","","mmol/L","","","","","0","0","0","","","","","","2.00","","Glucose 1.5 Hr post Unsp challenge [Moles/Vol]","7873","25679-2","GCP90"
"823367","30083-0","Epstein Barr virus nuclear Ab.IgG","ACnc","Pt","Ser","Qn","IA","MICRO","2.56","MIN","","ACTIVE","","1","","","","","N","","ABS; Aby; ANA; ANA IgG; ANF; Antby; Anti; Antibodies; Antibody; Antinuclear antibody; Arbitrary concentration; Autoantibodies; Autoantibody; EBNA; EBV; EBV NA; EIA; ELFA; ELISA; Enzyme immunoassay; Epstn; HHV-4; human herpesvirus 4; IAA; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; MEIA; Microbiology; Mono; Mononucleosis; NA; Nuc; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; SUDS; UniversalLabOrders","EBV NA IgG Ser IA-aCnc","Both","","","","IU/mL","Epstein Barr virus nuclear IgG Ab [Units/volume] in Serum by Immunoassay","","[IU]/mL","","","","The EIA method, which was always intended to cover more than just enzyme-linked immunoassay and whose display name for the long common name has always been Immunoassay, was renamed IA in order to eliminate ambiguity about whether the method has a broader meaning than just enzyme-linked immunoassay. Likewise, EIA.rapid was renamed IA.rapid. These changes were approved by the Laboratory LOINC Committee in June 2016.","699","0","699","","","","","","2.04","","EBV nuclear IgG IA Qn (S)","7974","30083-0","EBNAG#"
"823367","41399-7","Herpes simplex virus 1+2 Ab.IgM","ACnc","Pt","Ser","Qn","IA","MICRO","2.56","MIN","","ACTIVE","","1","","","","","N","","ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; EIA; ELFA; ELISA; Enzyme immunoassay; Herp splx; Herpes simplex virus type 1; Herpes simplex virus type 1+2; Herpes simplex virus type I+II; HSV; HSV 1+2; HSV1; HSV1+2; i; IAA; ID; II; Immune globulin M; Immunoglobulin M; Infectious Disease; InfectiousDisease; MEIA; Microbiology; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; SUDS; UniversalLabOrders","HSV1+2 IgM Ser IA-aCnc","Both","","","","","Herpes simplex virus 1+2 IgM Ab [Units/volume] in Serum by Immunoassay","","{Index_val}","","","","The EIA method, which was always intended to cover more than just enzyme-linked immunoassay and whose display name for the long common name has always been Immunoassay, was renamed IA in order to eliminate ambiguity about whether the method has a broader meaning than just enzyme-linked immunoassay. Likewise, EIA.rapid was renamed IA.rapid. These changes were approved by the Laboratory LOINC Committee in June 2016.","808","0","808","","","","","","2.16","","HSV 1+2 IgM IA Qn (S)","8000","41399-7","HSVM#"
"823367","7885-7","Epstein Barr virus capsid Ab.IgG","ACnc","Pt","Ser","Qn","","MICRO","2.68","MIN","","ACTIVE","","1","","","","","Y","","ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; CAP; EBV; EBV capsid Ab; EBV VCA; Epstn; HHV-4; human herpesvirus 4; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; Microbiology; Mono; Mononucleosis; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; UniversalLabOrders; VCA; Viral capsid","EBV VCA IgG Ser-aCnc","Both","","","","arb U/mL","Epstein Barr virus capsid IgG Ab [Units/volume] in Serum","","[arb'U]/mL","","","","","606","243","606","","","","","","1.0h(2)","","EBV capsid IgG Qn (S)","8027","7885-7","VCAG#"
"823367","19162-7","Varicella zoster virus Ab.IgG","PrThr","Pt","Ser","Ord","","MICRO","2.56","MIN","","ACTIVE","","1","","Positive","","","","","ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Chicken pox; Chicken pox virus; Chickenpox; Herpes zoster; HHV-3; Human herpesvirus 3; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serum; Shingles; SR; UniversalLabOrders; VZ; VZV; Zoster","VZV IgG Ser Ql","Both","","","","","Varicella zoster virus IgG Ab [Presence] in Serum","","","","","","The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.","379","0","379","","","","","","1.0l","","VZV IgG Ql (S)","8035","19162-7","VZVG"
"823367","32200-8","Neutrophils.segmented/100 leukocytes","NFr","Pt","Bld","Qn","Automated count","HEM/BC","2.70","MIN","","ACTIVE","","1","","","","","N","","100WBC; Auto; Automated detection; Blood; Elec; Elect; Electr; HEMATOLOGY/CELL COUNTS; Leuc; Leuk; Leukocyte; Lkcs; Neut; Neutr; Neutrophil; Neuts Seg; N-Seg; Number fraction; Percent; PMN; PNM; Point in time; QNT; Quan; Quant; Quantitative; Random; Seg; Segs; WB; WBC; WBCs; White blood cell; White blood cells; Whole blood","Neuts Seg/leuk NFr Bld Auto","Observation","","","","%","Segmented neutrophils/100 leukocytes in Blood by Automated count","","%","","","","","0","0","0","","","","","","2.07","","Segmented neutrophils/100 WBC Auto (Bld)","8062","32200-8","SEGH"
"823367","742-7","Monocytes","NCnc","Pt","Bld","Qn","Automated count","HEM/BC","2.40","MIN","","ACTIVE","","1","","","","","Y","","#; ABS; absolute; absolutes; Auto; Automated detection; Blood; Cnt; Count; Count/volume; CT; Elec; Elect; Electr; HEMATOLOGY/CELL COUNTS; Mono; Monocyte; Monos; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood","Monocytes # Bld Auto","Observation","","","","10*9/L","Monocytes [#/volume] in Blood by Automated count","","10*3/uL","","","","","52","0","52","","","","","","1.0","","Monocytes Auto (Bld) [#/Vol]","8067","742-7","MOAH"
"823367","58445-8","Manual differential comment","Imp","Pt","Bld","Nar","","HEM/BC","2.30","MIN","","ACTIVE","","1","","","","","N","","Blood; cmmt; cmnt; Com; Comm; Comments; Commt; Diff; Differl; Differn; HEMATOLOGY/CELL COUNTS; Impression; Impression/interpretation of study; Impressions; Interp; Interpretation; Manual dif comment; Narrative; Point in time; Random; Remarks; Report; WB; Whole blood","Manual dif comment Bld-Imp","Observation","","","","","Manual differential comment [Interpretation] in Blood Narrative","","","","","","","0","0","0","","","","","","2.30","","Manual differential comment Nar (Bld) [Interp]","8129","58445-8","ZZPU"
"823367","736-9","Lymphocytes/100 leukocytes","NFr","Pt","Bld","Qn","Automated count","HEM/BC","2.70","MIN","","ACTIVE","","1","","","","","Y","","100WBC; Auto; Automated detection; Blood; Elec; Elect; Electr; HEMATOLOGY/CELL COUNTS; Leuc; Leuk; Leukocyte; Lkcs; Lymp; Lymph; Lympho; Lymphocyte; Lymphs; Lymphs%; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; WBC; WBCs; White blood cell; White blood cells; Whole blood","Lymphocytes/leuk NFr Bld Auto","Observation","","","","%","Lymphocytes/100 leukocytes in Blood by Automated count","","%","","","","","41","0","41","","","","","","1.0","","Lymphocytes/100 WBC Auto (Bld)","8134","736-9","LYPU"
"823367","13047-6","Plasma cells/100 leukocytes","NFr","Pt","Bld","Qn","","HEM/BC","2.70","MIN","","ACTIVE","","1","","","","","Y","","100WBC; Blood; Cell; Cellularity; HEMATOLOGY/CELL COUNTS; Leuc; Leuk; Leukocyte; Lkcs; Myeloma cells; Number fraction; Percent; Plasmacyte; Plasmacytes; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; WBC; WBCs; White blood cell; White blood cells; Whole blood","Plasma Cells/leuk NFr Bld","Observation","","","","%","Plasma cells/100 leukocytes in Blood","","%","","","","","1443","0","1443","","","","","","1.0j-a","","Plasma cells/100 WBC (Bld)","8138","13047-6","PLAPU"
"823367","6690-2","Leukocytes","NCnc","Pt","Bld","Qn","Automated count","HEM/BC","2.52","MIN","","ACTIVE","","1","","","","","Y","","#; ABS; absolute; absolutes; Auto; Automated detection; Blood; Cnt; Count; Count/volume; CT; Elec; Elect; Electr; HEMATOLOGY/CELL COUNTS; Leuc; Leuk; Leukocyte; Lkcs; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; UniversalLabOrders; WB; WBC; WBCs; White blood cell; White blood cells; Whole blood","WBC # Bld Auto","Both","","","","10*9/L","Leukocytes [#/volume] in Blood by Automated count","","10*3/uL","","","","Changed Order_Obs from 'Observation Only' to fit the current order use cases.","15","0","15","","","","","","1.0g","","WBC Auto (Bld) [#/Vol]","10063","6690-2","LC"
"823367","60474-4","Reticulocytes","NCnc","Pt","Bld","Qn","Automated count","HEM/BC","2.70","MIN","","ACTIVE","","1","","0.0998","","","N","","#; ABS; absolute; absolutes; Auto; Automated detection; Blood; Cnt; Count; Count/volume; CT; Elec; Elect; Electr; Hematology; HEMATOLOGY/CELL COUNTS; Heme; Number concentration; Number Concentration (count/vol); Point in time; Polychromatophilic red cells; QNT; Quan; Quant; Quantitative; Random; Retic; Retics; Reticulocyte; WB; Whole blood","Retics # Auto","Both","","","","10*3/uL","Reticulocytes [#/volume] in Blood by Automated count","","10*3/uL","","","","Changed Order_Obs from 'Observation Only' to 'Both' to fit current order use cases.","0","0","0","","","","","","2.34","","Reticulocytes Auto (Bld) [#/Vol]","16201","60474-4","ARET#"
"823367","786-4","Erythrocyte mean corpuscular hemoglobin concentration","MCnc","Pt","RBC","Qn","Automated count","HEM/BC","2.63","MIN","","ACTIVE","","1","Hgb (g/L)/HCT","","","","Y","","Auto; Automated detection; Average; Avg; Discocyte; Elec; Elect; Electr; Erc; Erythrocytes; Haemoglobin; Hb; HEMATOLOGY/CELL COUNTS; Hgb; Level; Mass concentration; MCH; MCHC; Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells","MCHC RBC Auto-mCnc","Observation","","","","g/L;g/dL","MCHC [Mass/volume] by Automated count","","g/dL","","","","","10","0","10","","","","","","1.0","","MCHC Auto (RBC) [Mass/Vol]","16347","786-4","MCHCSP"
"823367","718-7","Hemoglobin","MCnc","Pt","Bld","Qn","","HEM/BC","2.70","MIN","","ACTIVE","","1","","","","","Y","","Blood; Haemoglobin; Hb; HEMATOLOGY/CELL COUNTS; Hgb; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; UniversalLabOrders; WB; Whole blood","Hgb Bld-mCnc","Both","","","","g/dL","Hemoglobin [Mass/volume] in Blood","","g/dL","","","","","2","66","2","","","","","","1.0","","Hemoglobin (Bld) [Mass/Vol]","16662","718-7","HB"
"823367","770-8","Neutrophils/100 leukocytes","NFr","Pt","Bld","Qn","Automated count","HEM/BC","2.70","MIN","","ACTIVE","","1","","","","","Y","","100WBC; Auto; Automated detection; Blood; Elec; Elect; Electr; HEMATOLOGY/CELL COUNTS; Leuc; Leuk; Leukocyte; Lkcs; Neut; Neutr; Neutrophil; Number fraction; Percent; PMN; PNM; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; WBC; WBCs; White blood cell; White blood cells; Whole blood","Neutrophils/leuk NFr Bld Auto","Observation","","","","%","Neutrophils/100 leukocytes in Blood by Automated count","","%","","","","","25","0","25","","","","","","1.0","","Neutrophils/100 WBC Auto (Bld)","16665","770-8","NEUT"
"823367","713-8","Eosinophils/100 leukocytes","NFr","Pt","Bld","Qn","Automated count","HEM/BC","2.70","MIN","","ACTIVE","","1","","","","","Y","","100WBC; Auto; Automated detection; Blood; Elec; Elect; Electr; Eos; Eosin; Eosino; Eosinophil; Eosins; HEMATOLOGY/CELL COUNTS; Leuc; Leuk; Leukocyte; Lkcs; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; WBC; WBCs; White blood cell; White blood cells; Whole blood","Eosinophil/leuk NFr Bld Auto","Observation","","","","%","Eosinophils/100 leukocytes in Blood by Automated count","","%","","","","","43","0","43","","","","","","1.0","","Eosinophils/100 WBC Auto (Bld)","16671","713-8","EOS"
"823367","2885-2","Protein","MCnc","Pt","Ser/Plas","Qn","","CHEM","2.70","MIN","Although there is a qualitative difference between total protein in plasma and serum, the QUANTITATIVE difference is small and probably not clinically significant, therefore, system of SER/PLAS is acceptable. The protein concentration that is reported in electrophoresis is the same as that reported routinely.","ACTIVE","","1","","","","","Y","","Chemistry; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; PR; Prot; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders","Prot SerPl-mCnc","Both","","","","g/L;g/dL","Protein [Mass/volume] in Serum or Plasma","","g/dL","","","","","22","58","22","","","","","","1.0","","Protein [Mass/Vol]","16781","2885-2","STP"
"823367","55429-5","Short blood count panel","-","Pt","Bld","Qn","","PANEL.HEM/BC","2.70","PANEL","","ACTIVE","","1","","","","","N","","Blood; CBC; HEMATOLOGY/CELL COUNTS; Pan; PANEL.HEMATOLOGY& CELL COUNTS; Panl; Pnl; Point in time; QNT; Quan; Quant; Quantitative; Random; Short blood count Pnl; WB; Whole blood","Short blood count Pnl Bld","Order","","","","","Short blood count panel - Blood","","","","","","","0","0","0","","","Panel","","","2.27","","Short blood count panel (Bld)","16842","55429-5","GBB"
"823367","46424-8","Hemolysis interference index","ACnc","Pt","Ser/Plas","Qn","","SPEC","2.70","NAM","","ACTIVE","","1","","","","","N","","Arbitrary concentration; Hem; Hemolysis interf index; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SPEC; SR","Hemolysis interf index SerPl-aCnc","Observation","","","","","Hemolysis interference index of Serum or Plasma","","[arb'U]/mL","","","","Release 2.70: COMPONENT: Added the word interference to the Component to clarify the meaning;","0","0","0","","","","","","2.19","","Hemolysis interference index Qn","17261","46424-8","HIND"
"823367","96402-3","Retinol binding protein/Creatinine","MRto","Pt","Urine","Qn","","CHEM","2.69","ADD","","ACTIVE","","1","","","","","","","alpha 2 microglobulin; alpha-2-microglobulin; Axerol; Axerophthol; Bind; Biosterol; Chemistry; CR; Crea; Creat; Mass concentration ratio; Mass ratio; MCRto; Point in time; PR; Prot; QNT; Quan; Quant; Quantitative; Random; RBP; Retinol Bind Prot; UA; UCr; UR; Urn; Vit A; Vit A alcohol; Vit A1; Vit A1 alcohol; Vitamin A; Vitamin A alcohol; Vitamin A binding protein; Vitamin A1","Retinol Bind Prot/Creat Ur","Observation","","","","mcg/g Creat","Retinol binding protein/Creatinine [Mass Ratio] in Urine","","ug/g{creat}","","","","","0","0","0","","","","","","2.69","","Retinol binding protein/Creatinine (U) [Mass ratio]","17523","96402-3","RBPCQ"
"823367","25671-9","Glucose^30M post XXX challenge","SCnc","Pt","Ser/Plas","Qn","","CHAL","2.70","MIN","","ACTIVE","","1","","","","","Y","","30M p chal; After; CHEMISTRY.CHALLENGE TESTING; Endocrine; Endocrinology; Glu; Glu tol; Gluc; Glucose tolerance; Glucoseur; GTT; Level; p chal; Pl; Plasma; Plsm; Point in time; PST; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration","Glucose 30M p chal SerPl-sCnc","Observation","","","","mmol/L","Glucose [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge","","mmol/L","","","","","0","0","0","","","","","","2.00","","Glucose 30 Min post Unsp challenge [Moles/Vol]","18121","25671-9","G30"
"823367","19214-6","Oxygen^^saturation adjusted to 0.5","PPres","Pt","BldA","Qn","","CHEM","2.30","MIN","The pO2 of a given blood sample at which hemoglobin of the blood is held saturated","ACTIVE","","1","","3.582 kPa","","","Y","","ABG; adj; ART; Art bld; Art blood; Arterial; Arterial blood; Blood arterial; Chemistry; Lung; O2; O2 partial pressure; p50; PaO2; Partial pressure; PO2; Point in time; Pulmonary; Pulmonology; QNT; Quan; Quant; Quantitative; Random; Respiratory; SaO2; SAT; Satn; satn adj to 0.5; SO2; tO2","pO2 satn adj to 0.5 BldA","Observation","","","","mm Hg","Oxygen [Partial pressure] saturation adjusted to 0.5 in Arterial blood","","mm[Hg]","","","","","0","0","0","","","","","","1.0l","","Oxygen saturation adjusted to 0.5 (BldA) [Partial pressure]","18221","19214-6","p50#"
"823367","14920-3","Thyroxine.free","SCnc","Pt","Ser/Plas","Qn","","CHEM","2.70","MIN","","ACTIVE","","1","","","","","Y","","Chemistry; Endocrine; Endocrinology; FR; FreeT4; FT4; Level; Levothyroxine; Levo-thyroxine; L-thyroxine; Non-protein bound; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration; T4; T-4; T4 Free; thyroid hormone; Thyrox; Thyroxin; Thyrx; Total T4; TT4","T4 Free SerPl-sCnc","Both","","","","pmol/L","Thyroxine (T4) free [Moles/volume] in Serum or Plasma","","pmol/L","","","","","0","0","133","","","","","","1.0k","","Free T4 [Moles/Vol]","19401","14920-3","FT4P"
"823367","14928-6","Triiodothyronine.free","SCnc","Pt","Ser/Plas","Qn","","CHEM","2.70","MIN","","ACTIVE","","1","","","","","Y","","Chemistry; Endocrine; Endocrinology; FR; Free T3; FT3; Level; Non-protein bound; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration; T3; T-3; T3Free; thyroid hormone; Total T3; Triodothyrne","T3Free SerPl-sCnc","Both","","","","pmol/L","Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma","","pmol/L","","","","","0","0","274","","","","","","1.0k","","Free T3 [Moles/Vol]","19801","14928-6","FT3P"
